Canabrava
1
1
960
1
294	20558	20.86	445.20	247.07
295	20561	12.61	560.88	373.20
296	20562	0.79	597.60	414.59
297	20564	3.84	1573.88	838.32
298	20566	1.60	1301.31	651.69
299	20813	0.06	1266.89	393.35
300	20816	21.88	3316.22	1802.03
301	20876	5.51	7237.20	3227.98
302	20878	26.48	1461.98	1063.42
303	20881	0.13	156.96	106.72
304	20883	4.28	592.02	432.74
305	20884	0.13	277.20	205.29
306	20885	11.35	2933.19	1356.26
307	20886	44.91	3493.15	2311.15
308	20888	16.60	435.69	252.94
309	20893	0.01	566.10	326.28
310	20905	4.08	329.40	173.16
311	20909	11.97	1608.00	1083.13
312	21263	0.17	2265.71	1542.53
313	21266	0.05	1090.32	390.25
314	21267	0.02	714.11	361.35
315	21271	62.11	12854.40	3543.95
316	21562	2.89	606.39	411.99
317	21563	0.04	787.42	379.45
318	21565	15.92	2634.42	1492.46
319	21569	0.01	107.85	70.55
320	21570	10.73	1409.04	973.38
321	21584	0.40	37.50	10.06
322	21597	9.94	2563.20	1686.03
323	21601	42.21	9255.60	2780.79
324	21605	26.09	1795.50	1292.34
325	21609	0.05	318.12	233.57
326	22016	10.39	685.34	426.18
327	22017	3.41	1458.00	796.42
328	22018	32.36	1001.64	677.37
329	22268	6.47	317.96	194.79
330	22270	9.06	1656.86	1047.17
331	22271	2.26	908.46	597.44
332	22626	1.03	1005.47	560.38
333	22627	1.30	570.24	410.23
334	22628	1.60	276.17	189.66
335	22629	1.92	338.10	239.55
336	22630	2.26	557.55	408.15
337	22631	2.62	845.79	579.84
338	22632	3.01	687.59	497.59
339	22633	3.41	293.40	190.90
340	22634	3.84	1021.88	685.90
341	22635	4.28	892.71	630.15
342	22636	4.74	270.14	163.96
343	22637	5.22	1924.86	959.27
344	22638	5.71	1488.14	900.89
345	22639	6.21	1374.30	880.07
346	22640	6.73	1646.10	977.37
347	22679	1.32	3749.87	2227.95
348	22684	3.84	718.13	521.90
349	22691	3.76	5224.95	2820.54
350	22698	0.95	1547.34	1122.52
351	22699	4.28	398.19	274.87
352	22703	31.57	4389.84	2264.22
353	22705	31.57	2500.44	1720.49
354	22706	11.97	1239.60	889.33
355	22707	30.77	7252.74	2307.17
356	22715	2.76	3667.20	2340.40
357	22723	18.70	805.50	558.04
358	22724	1.92	525.00	384.89
359	22727	1.92	158.10	89.08
360	22757	0.25	1784.70	1284.99
361	22758	33.97	3371.55	2103.14
362	22772	0.38	2390.10	1629.42
363	22996	4.43	2805.00	1998.31
364	23045	38.05	2341.13	1674.34
365	23046	3.84	403.88	282.51
366	23049	6.21	279.45	164.45
367	23059	33.17	8625.69	2374.68
368	23067	5.81	1623.75	1155.24
369	23070	1.92	1167.00	655.50
370	23071	26.09	1863.00	1333.99
371	23074	5.22	1091.16	743.77
372	23081	5.81	123.75	34.86
373	23083	6.21	937.35	672.89
374	23084	11.97	3106.80	1396.92
375	23085	1.92	1104.00	642.19
376	23086	38.05	9299.25	2583.93
377	23087	0.01	851.10	354.86
378	23112	0.25	857.70	575.38
379	23116	1.92	542.40	396.81
380	23117	0.01	380.70	264.18
381	23119	18.70	729.75	493.20
382	23379	0.01	1305.90	344.81
383	23425	3.01	1219.58	725.76
384	23436	0.09	534.75	389.40
385	23437	0.58	604.80	436.90
386	23441	8.95	1173.38	830.96
387	23445	0.01	561.60	325.31
388	23456	0.34	193.20	100.75
389	23460	2.61	1530.60	1047.46
390	23475	11.97	37.50	7.63
391	23480	0.58	660.15	432.29
392	23488	1.92	311.10	216.59
393	23493	0.09	969.75	662.56
394	23494	26.29	4630.50	2790.34
395	23502	2.61	736.20	523.89
396	23514	1.43	2941.58	1231.66
397	23515	5.22	2231.04	981.76
398	23760	1.90	2756.25	1904.66
399	23761	2.62	396.99	284.02
400	23764	0.58	144.00	88.39
401	23765	3.97	612.89	448.79
402	23850	32.52	337.59	138.41
403	23855	8.95	392.18	245.97
404	23860	3.84	219.38	127.04
405	24137	3.41	1313.22	901.54
406	24138	13.45	4010.67	1492.06
407	24146	1.42	146.28	83.09
408	24148	15.37	2947.94	1526.99
409	24178	3.62	2178.70	1333.94
410	24506	5.36	63.25	19.52
411	24507	0.62	260.60	186.24
412	24522	24.80	1911.66	1356.51
413	24554	0.33	1939.23	1384.31
414	24557	0.08	387.31	276.54
415	24559	9.06	1963.10	1131.76
416	24561	22.40	2815.06	1704.47
417	24562	0.16	41.33	17.98
418	24564	0.62	304.61	222.43
419	24565	0.01	535.70	321.09
420	24567	18.77	2247.74	1449.65
421	24569	22.48	855.32	586.75
422	24570	1.06	695.12	468.82
423	24574	3.97	3459.90	860.42
424	24575	9.01	1396.28	944.37
425	24578	0.01	675.99	346.49
426	24587	0.05	3897.39	1903.10
427	24603	1.33	379.56	277.37
428	24849	8.60	1289.48	888.39
429	24854	2.05	1523.57	710.56
430	24863	0.56	1939.48	1393.90
431	24887	0.28	2325.02	1586.95
432	24905	9.43	1457.59	963.05
433	24908	0.15	991.31	430.70
434	24909	1.39	800.72	524.65
435	24914	0.06	118.61	76.51
436	24944	0.16	1103.70	730.32
437	25271	12.45	2441.66	1759.42
438	25272	0.04	587.25	346.59
439	25330	0.16	459.77	319.84
440	25589	18.91	2085.44	1388.24
441	25591	18.13	1557.18	1112.64
442	25593	2.02	143.11	77.07
443	25626	46.61	1936.17	1403.76
444	25627	5.36	434.69	299.77
445	25629	0.01	203.01	149.59
446	25630	6.37	1933.44	1019.07
447	25633	14.04	1624.54	1117.23
448	25635	9.41	336.70	197.68
449	25683	1.17	1273.91	607.62
450	25953	0.48	2128.26	1501.79
451	25954	0.29	67.43	32.65
452	25959	0.05	1667.96	827.39
453	25962	1.63	356.69	256.91
454	25963	8.15	890.06	648.92
455	25967	14.04	2015.28	1277.94
456	25972	7.00	1144.40	795.81
457	25981	0.12	1796.91	1285.22
458	25985	1.39	652.76	457.79
459	25990	0.29	232.22	167.12
460	25997	0.41	586.87	341.22
461	26022	8.21	1242.01	859.78
462	26023	1.42	1072.26	603.15
463	26024	0.19	715.55	410.48
464	26028	2.37	251.45	162.57
465	26030	0.39	1898.53	969.36
466	26052	0.02	1083.29	371.90
467	26054	3.54	1182.44	736.66
468	26332	6.26	62.76	18.60
469	26339	0.09	633.00	463.22
470	26655	0.69	1200.48	850.67
471	26728	0.04	697.13	451.84
472	26735	2.49	6233.69	2744.53
473	26738	0.01	278.10	205.39
474	26749	1.22	67.97	27.97
475	26766	24.19	2429.66	1605.27
476	26769	15.58	2355.31	1416.81
477	26772	16.95	445.31	259.57
478	26781	65.22	1936.17	1366.80
479	27041	2.23	3243.24	2144.11
480	27042	0.05	99.00	61.03
481	27044	0.05	359.21	258.73
482	27045	3.84	619.50	453.70
483	27047	1.30	3930.12	553.81
484	27048	9.53	373.68	227.86
485	27049	0.58	74.93	35.32
486	27051	20.13	1568.58	1128.47
487	27062	4.74	2429.19	953.62
488	27064	3.41	1410.84	787.79
489	27065	0.05	331.32	242.02
490	27067	11.97	1133.40	821.90
491	27072	15.24	185.63	69.71
492	27073	3.01	1407.95	765.23
493	27074	4.28	840.84	600.65
494	27075	0.05	527.34	333.23
495	27077	0.25	168.48	113.88
496	27084	3.01	1032.24	668.06
497	27085	11.97	1469.40	1017.61
498	27086	5.71	870.00	628.29
499	27089	5.22	3359.58	971.21
500	27096	0.72	1789.32	1009.98
501	27097	6.73	60.45	17.52
502	27099	10.73	4045.86	1333.48
503	27109	59.25	1878.27	1239.23
504	27112	0.79	618.00	424.36
505	27117	1.23	1732.47	1052.12
506	27135	24.57	3431.28	1902.24
507	27137	0.58	351.23	258.90
508	27138	20.13	554.58	339.10
509	27139	0.05	180.02	128.97
510	27140	20.13	3268.20	1738.48
511	27143	0.25	300.11	221.73
512	27412	15.92	1186.80	864.43
513	27413	45.59	1708.56	1227.40
514	27414	6.73	1495.44	934.52
515	27435	0.04	2812.68	835.44
516	27437	1.60	776.91	522.42
517	27441	0.04	1562.76	812.36
518	27444	2.62	896.28	602.88
519	27453	7.27	354.24	221.70
520	27455	0.13	474.30	324.30
521	27456	0.13	236.88	173.71
522	27459	15.24	999.00	725.40
523	27460	2.26	726.71	512.77
524	27461	11.97	1347.60	952.80
525	27466	9.53	1468.26	984.47
526	27470	1.30	737.10	495.59
527	27478	0.16	42.51	12.92
528	27482	26.09	1298.70	940.02
529	27485	0.13	1021.86	425.08
530	27508	5.45	4166.72	1723.99
531	27511	2.26	1405.85	716.16
532	27802	8.19	2575.44	1642.59
533	27804	4.28	600.60	439.21
534	27805	26.09	1673.10	1212.65
535	27807	7.82	1362.74	909.85
536	27811	0.25	146.06	94.92
537	27815	23.07	1827.84	1298.40
538	27819	1.03	583.44	413.30
539	27827	51.72	8507.73	4311.88
540	27846	9.49	2016.92	1419.55
541	27847	1.03	370.77	271.94
542	27848	1.03	2314.13	579.74
543	27851	3.84	2627.25	879.37
544	27852	2.26	667.49	479.27
545	27853	0.01	439.20	289.26
546	27861	1.23	3673.53	1192.06
547	28029	6.96	1213.97	881.99
548	28052	0.34	1714.86	930.83
549	28078	10.66	585.75	247.74
550	28091	0.02	2720.79	1659.86
551	28093	0.58	260.10	186.28
552	28094	8.38	831.30	606.93
553	28125	0.01	6148.53	1842.90
554	28128	8.38	1796.73	1069.37
555	28151	5.09	2912.40	1588.18
556	28178	24.57	1145.79	821.32
557	28180	0.01	657.45	341.62
558	28187	4.08	1860.98	1240.18
559	28188	11.97	576.00	389.16
560	28189	17.29	2356.56	1457.52
561	28193	23.82	1044.81	741.24
562	28195	5.22	1586.76	906.55
563	28215	21.94	8777.85	4646.78
564	28219	32.36	1356.60	973.17
565	28472	3.55	995.40	628.18
566	28474	49.00	3929.64	2536.25
567	28475	3.41	597.96	437.98
568	28531	0.88	2700.96	1126.71
569	28532	3.41	2141.64	847.92
570	28533	5.22	955.92	675.35
571	28534	17.99	1824.27	1257.51
572	28547	4.33	559.45	407.46
573	28548	0.79	339.84	249.21
574	28552	0.58	724.28	454.53
575	28556	0.01	574.79	330.11
576	28602	0.74	2183.28	1546.78
577	28604	44.06	813.78	480.72
578	28607	2.70	2150.51	784.46
579	28610	24.57	3088.50	1827.36
580	28611	0.58	401.40	295.06
581	28613	10.79	1583.63	1054.20
582	28614	21.74	2546.32	1608.54
583	28870	2.06	589.38	313.55
584	28925	0.13	390.24	280.95
585	28926	5.22	202.44	107.90
586	28930	0.02	764.19	366.10
587	28974	3.01	2009.63	812.24
588	28978	2.44	245.10	156.64
589	29224	16.50	2903.04	2103.23
590	29234	4.51	3890.59	1628.05
591	29235	0.79	587.52	409.51
592	29263	0.37	54.34	16.18
593	29264	0.17	486.58	333.37
594	29267	26.17	1569.51	1141.41
595	29268	35.03	3067.33	2011.34
596	29269	24.72	446.98	238.66
597	29270	5.22	841.68	607.86
598	29271	2.62	524.70	384.59
599	29272	24.57	2768.34	1735.20
600	29273	13.25	1777.86	1175.01
601	29274	3.84	1437.38	814.15
602	29276	0.01	42.60	20.71
603	29278	0.79	949.92	528.32
604	29280	1.36	348.08	251.76
605	29281	0.40	195.09	133.93
606	29282	0.66	930.70	511.64
607	29284	2.26	520.70	382.01
608	29285	0.58	198.45	134.12
609	29295	2.26	1914.89	742.66
610	29346	6.06	55.69	16.30
611	29625	0.30	300.49	221.66
612	29660	10.86	2415.21	1641.30
613	29661	11.35	1524.51	1036.33
614	29662	43.30	443.90	193.04
615	29664	3.93	871.67	614.46
616	29668	8.95	2070.08	1149.45
617	29669	55.06	3264.68	2292.01
618	29670	10.92	1070.29	777.21
619	29671	0.03	50.56	25.03
620	29673	0.01	376.95	262.43
621	29675	0.15	135.24	87.97
622	29676	0.02	133.72	91.07
623	29677	0.14	56.45	27.04
624	29678	23.82	4172.40	1972.17
625	29679	0.89	356.21	261.30
626	29978	23.22	1624.46	1173.75
627	29980	0.01	260.25	193.16
628	29981	0.40	557.13	379.30
629	29982	5.96	649.15	472.75
630	30000	0.72	1947.89	1038.03
631	30009	3.84	827.25	588.53
632	30056	1.39	930.93	606.68
633	30059	2.26	239.40	153.16
634	30060	3.84	77.25	27.33
635	30316	17.48	1488.38	1066.82
636	30353	0.35	226.67	161.41
637	30394	0.25	1112.40	790.11
638	30398	7.93	211.15	104.20
639	30402	4.83	2432.50	960.54
640	30403	0.06	479.47	318.66
641	30743	33.17	2872.13	1907.51
642	30747	3.84	655.88	479.49
643	30749	0.13	194.22	138.39
644	30751	0.40	507.78	355.62
645	30756	15.49	2927.22	1953.38
646	30757	3.84	770.63	555.04
647	30758	0.79	1342.32	565.02
648	30759	0.05	363.50	261.26
649	30767	1.30	811.35	524.98
650	30770	15.24	974.03	706.43
651	30776	0.64	2026.05	1449.93
652	30778	0.01	219.90	163.30
653	30779	0.79	1338.24	564.90
654	30783	0.40	197.61	136.09
655	30788	22.04	1297.29	888.46
656	30789	6.84	502.16	349.49
657	30791	29.35	830.11	540.87
658	30792	2.37	477.65	349.54
659	30793	3.41	777.60	555.63
660	30795	4.01	4325.49	826.89
661	31058	26.09	2259.90	1551.65
662	31059	2.74	2470.62	781.31
663	31062	0.45	465.68	334.25
664	31066	5.76	1216.09	808.91
665	31067	1.92	1465.20	694.62
666	31068	39.96	2643.66	1858.82
667	31069	6.37	1003.08	712.61
668	31081	0.04	1194.12	735.58
669	31082	11.97	603.60	412.29
670	31084	1.03	927.18	543.84
671	31091	14.29	3174.35	2023.49
672	31092	0.58	408.83	300.14
673	31093	0.13	383.40	276.93
674	31095	15.92	2185.23	1373.68
675	31096	13.25	2012.85	1260.22
676	31097	42.21	4550.40	2586.05
677	31098	0.13	922.68	421.23
678	31099	1.03	483.23	352.90
679	31110	0.79	1040.64	542.72
680	31122	2.61	733.80	522.06
681	31125	17.29	2467.44	1489.49
682	31126	16.60	84.60	21.38
683	31127	0.58	1093.05	521.48
684	31128	1.92	205.80	127.46
685	31130	11.97	501.60	325.22
686	31132	0.79	840.72	504.19
687	31133	7.27	5921.28	1021.66
688	31134	8.95	173.78	74.13
689	31138	0.13	468.18	321.46
690	31140	56.21	1370.57	818.67
691	31145	2.26	462.11	338.11
692	31147	0.05	184.14	132.48
693	31149	0.79	1368.96	565.66
694	31150	0.13	580.32	364.76
695	31151	6.21	1842.75	997.90
696	31153	0.01	937.95	355.59
697	31162	2.61	1938.60	1207.44
698	31165	33.97	2929.50	1941.46
699	31167	13.25	1209.60	875.40
700	31168	1.92	2082.90	704.66
701	31169	11.97	1606.20	1082.19
702	31170	0.13	925.02	421.37
703	31204	20.20	8466.53	4504.49
704	31407	0.13	872.28	417.78
705	31427	0.17	2940.95	912.28
706	31445	1.92	559.80	408.61
707	31448	13.25	356.58	200.32
708	31450	0.01	297.30	217.93
709	31469	0.34	1414.56	863.77
710	31470	0.40	54.81	23.97
711	31474	18.70	3823.50	1741.73
712	31476	0.13	160.38	109.79
713	31477	0.08	233.76	172.31
714	31478	0.14	500.76	336.79
715	31479	31.57	4366.73	2261.15
716	31481	0.01	260.55	193.40
717	31483	0.25	310.83	229.90
718	31485	12.29	2742.68	1812.29
719	31488	1.03	759.39	493.61
720	31492	2.11	821.37	596.07
721	31493	8.95	1553.48	1008.00
722	31497	5.31	172.16	83.75
723	31499	15.24	1030.73	749.70
724	31500	29.20	1368.00	988.99
725	31501	17.29	1404.72	1014.42
726	31502	6.89	931.49	673.12
727	31505	0.66	425.04	311.64
728	31507	0.64	671.29	440.02
729	31510	8.49	405.27	259.11
730	31518	6.37	695.38	507.69
731	31523	0.13	624.78	377.68
732	31527	5.81	2025.75	1359.58
733	31529	0.13	131.04	84.85
734	31532	62.11	5653.16	3283.00
735	31533	18.06	840.35	589.54
736	31538	0.13	75.60	40.72
737	31566	36.20	2562.67	1861.35
738	31688	0.05	297.79	129.80
739	31740	4.08	1703.03	1168.80
740	31741	0.58	314.10	230.37
741	31748	0.46	2164.05	1520.75
742	31777	0.84	2218.04	1570.82
743	31786	2.95	2117.75	1538.18
744	31787	3.84	430.50	304.91
745	31820	27.64	1620.06	1178.04
746	31839	2.09	1279.20	686.39
747	31856	12.38	4386.68	2996.52
748	31858	2.44	427.31	309.77
749	31860	7.82	1206.81	837.38
750	31863	0.05	585.09	349.76
751	31866	45.30	88.65	13.89
752	31867	11.97	2434.20	1325.34
753	31868	6.89	1700.53	996.33
754	31901	5.85	168.34	55.78
755	32155	1.23	1413.72	941.54
756	32192	0.04	1033.92	680.51
757	32203	16.26	603.34	394.53
758	32216	7.87	1711.93	1031.27
759	32218	28.41	4979.21	2202.27
760	32227	0.05	38.45	17.49
761	32235	4.82	2844.04	1558.22
762	32248	1.25	2990.23	1202.55
763	32251	7.38	805.64	588.53
764	32254	0.29	263.94	193.12
765	32255	10.73	3096.24	1333.76
766	32256	1.60	404.70	295.80
767	32258	1.92	478.50	351.26
768	32533	0.02	2593.62	1621.09
769	32535	0.05	245.03	181.56
770	32536	3.84	1723.88	857.49
771	32551	0.01	2334.12	1517.32
772	32586	0.72	3131.31	1092.20
773	32588	0.25	81.32	43.24
774	32589	19.41	996.80	714.66
775	32592	0.68	777.48	478.35
776	32593	1.45	594.68	426.69
777	32596	1.60	255.36	171.95
778	32600	0.58	2031.30	1024.09
779	32602	11.97	1935.00	1206.24
780	32603	0.25	671.00	407.22
781	32605	0.01	124.20	84.22
782	32606	0.48	408.68	299.46
783	32607	2.62	1065.24	665.64
784	32609	0.48	1520.54	511.64
785	32611	0.01	141.15	98.64
786	32626	4.75	1637.01	1147.85
787	32628	59.45	7624.50	3478.26
