Canabrava
1
1
960
1
1	16138	0.08	1159.37	407.50
2	16140	0.58	1326.38	531.23
3	16143	0.01	365.70	256.83
4	16166	0.05	2239.65	1502.94
5	16178	0.80	1071.63	756.87
6	16418	1.24	2180.64	1561.47
7	16419	2.16	485.93	356.50
8	16420	30.14	1345.73	969.10
9	16425	28.02	1412.81	1025.44
10	16429	3.54	686.35	499.49
11	16479	2.48	194.08	114.31
12	16499	0.40	1504.23	493.19
13	16504	0.22	1483.78	860.15
14	16512	0.07	817.84	393.33
15	16521	31.57	2753.70	1837.43
16	16524	17.29	3009.60	1603.96
17	16528	12.35	380.62	222.39
18	16531	0.62	220.93	152.77
19	16536	4.02	1376.93	988.68
20	16558	11.22	1340.93	943.03
21	16561	3.17	1106.00	699.08
22	16562	0.77	389.95	287.14
23	16564	0.29	157.41	103.67
24	16568	0.38	3400.76	985.29
25	16569	5.61	995.33	701.13
26	16772	0.41	1110.19	783.28
27	16773	0.29	892.76	455.32
28	16775	5.41	598.10	434.51
29	16805	7.55	5521.50	3195.02
30	16807	0.16	156.09	105.28
31	16813	0.62	2737.00	1069.79
32	16816	3.58	878.03	612.96
33	16817	8.95	181.65	79.57
34	16820	0.62	176.24	114.69
35	16822	0.04	413.42	286.04
36	16824	7.05	406.69	267.12
37	16827	7.49	759.13	554.02
38	16828	5.31	233.07	131.19
39	16832	0.04	213.04	156.55
40	16836	0.01	330.17	224.89
41	16839	0.01	771.90	351.84
42	16858	1.19	1377.60	986.17
43	16861	0.02	442.73	296.23
44	16862	0.98	1088.39	569.08
45	16866	1.03	331.25	240.44
46	16879	15.37	2680.81	1484.60
47	16880	21.81	703.73	459.56
48	16881	0.01	217.35	161.37
49	16883	0.33	142.80	90.73
50	16966	3.96	6430.90	2980.55
51	17155	2.19	2532.10	1793.60
52	17189	0.08	2236.24	1510.25
53	17190	31.73	1153.15	806.98
54	17192	11.35	339.89	193.38
55	17195	5.86	354.68	229.00
56	17198	0.52	145.09	90.02
57	17200	15.44	1638.95	1139.04
58	17201	0.40	116.97	68.86
59	17203	0.01	70.76	40.40
60	17205	39.54	1859.33	1351.62
61	17217	8.31	137.65	37.91
62	17219	16.12	2136.28	1361.24
63	17227	2.16	524.75	384.89
64	17228	52.71	6980.65	3207.19
65	17229	30.22	475.06	246.23
66	17230	10.98	382.46	229.28
67	17232	4.46	1622.41	878.80
68	17233	0.01	211.20	156.62
69	17236	3.84	1557.38	835.73
70	17237	0.04	156.17	109.25
71	17238	2.62	1415.37	742.66
72	17240	0.22	114.62	69.53
73	17242	3.93	4232.47	822.89
74	17243	15.44	792.98	558.98
75	17246	10.37	2739.92	1295.49
76	17247	0.52	583.88	397.58
77	17248	1.92	2143.50	703.16
78	17249	0.13	833.04	414.21
79	17250	0.02	610.31	345.60
80	17251	1.22	311.43	222.66
81	17252	6.21	1393.20	886.61
82	17253	0.03	233.57	173.22
83	17254	47.63	4613.76	2723.52
84	17255	9.53	1205.28	853.53
85	17256	11.53	742.77	530.87
86	17257	11.97	2194.80	1277.29
87	17258	1.03	1775.31	599.40
88	17259	0.16	84.13	46.76
89	17260	4.93	393.33	266.94
90	17261	0.05	901.07	388.98
91	17262	26.09	1075.50	759.41
92	17267	39.21	6289.25	2680.07
93	17272	0.16	984.68	433.62
94	17281	5.36	435.54	300.50
95	17489	0.37	37.50	10.62
96	17548	23.29	1850.30	1312.80
97	17552	0.01	422.87	285.93
98	17599	18.70	1708.50	1202.93
99	17600	0.40	1286.88	496.37
100	17602	0.86	1129.59	561.03
101	17603	17.50	1759.09	1220.15
102	17604	1.39	508.65	371.91
103	17605	0.21	104.39	61.69
104	17607	2.02	933.60	598.12
105	17608	4.19	277.09	172.44
106	17609	2.74	124.43	58.98
107	17611	0.50	1231.88	516.10
108	17614	0.03	1429.89	367.31
109	17617	2.19	790.61	544.21
110	17620	0.70	914.24	512.98
111	17622	6.21	903.15	651.91
112	17637	1.47	1459.39	972.67
113	17638	2.62	1540.77	757.43
114	17640	0.98	1346.94	590.93
115	17642	2.19	2481.34	722.91
116	17932	14.50	8161.44	2408.13
117	17933	0.02	316.10	231.08
118	17940	1.47	307.82	175.82
119	17974	4.01	148.59	71.30
120	17975	9.30	2623.01	1234.48
121	17976	2.02	493.29	362.01
122	17979	15.64	1144.33	833.60
123	17981	0.60	911.66	501.60
124	17984	1.98	399.35	289.50
125	17986	0.02	84.42	50.52
126	17990	0.12	677.04	494.51
127	17992	2.02	1077.63	641.34
128	17993	5.41	1813.91	955.61
129	17998	9.18	1303.07	902.25
130	18000	0.70	768.22	477.21
131	18006	1.29	3561.95	2173.11
132	18017	1.11	442.19	325.10
133	18020	2.05	2242.06	715.58
134	18036	1.95	1248.81	672.23
135	18038	15.78	483.65	295.29
136	18041	5.56	681.91	498.51
137	18042	0.64	437.20	319.54
138	18043	0.23	609.52	387.15
139	18044	1.30	301.05	213.24
140	18221	0.12	1557.15	844.99
141	18223	0.19	1146.47	447.08
142	18281	1.98	1310.17	683.66
143	18324	4.01	1839.09	879.37
144	18325	0.70	471.98	342.52
145	18326	1.98	1341.08	687.65
146	18331	0.91	274.83	155.78
147	18332	0.22	565.63	370.33
148	18333	0.96	60.12	24.46
149	18336	1.92	623.70	449.29
150	18337	5.56	98.15	35.18
151	18348	0.22	335.42	247.55
152	18349	6.21	749.70	548.05
153	18350	15.44	3628.53	1586.83
154	18352	5.56	430.93	295.51
155	18353	1.98	1009.60	621.16
156	18354	2.09	1161.43	664.70
157	18355	5.51	1749.89	950.35
158	18356	15.24	369.90	204.43
159	18357	21.30	4307.83	1877.40
160	18358	1.98	632.97	455.70
161	18359	13.45	1597.67	1097.41
162	18360	0.73	285.66	205.85
163	18361	2.62	1104.18	677.38
164	18365	5.26	2867.04	989.83
165	18366	7.49	500.09	344.75
166	18367	0.75	192.21	126.69
167	18368	1.01	323.21	234.26
168	18369	10.13	2433.12	1253.42
169	18372	9.18	1367.86	933.86
170	18373	28.26	2926.79	1854.86
171	18374	0.17	930.74	433.75
172	18378	0.03	480.82	311.99
173	18391	0.16	187.82	132.25
174	18658	2.66	1108.54	680.29
175	18659	7.49	704.21	512.17
176	18660	1.42	219.14	142.78
177	18663	1.60	192.66	118.91
178	18664	3.93	1955.77	881.37
179	18665	1.95	1792.42	710.72
180	18721	2.78	1332.58	738.54
181	18723	1.39	1160.59	615.98
182	18724	3.33	1597.57	811.64
183	18727	9.30	1335.53	919.94
184	18729	2.78	753.31	534.76
185	18730	5.51	1292.15	832.74
186	18735	15.64	4687.45	1603.31
187	18736	1.98	124.23	62.43
188	18740	27.71	2828.97	1811.37
189	18741	2.51	414.04	298.67
190	18743	34.94	1788.90	1301.08
191	18747	5.51	501.07	355.08
192	18765	0.03	1548.75	800.50
193	19002	1.95	847.22	563.10
194	19005	0.04	351.22	253.26
195	19006	2.85	406.46	290.50
196	19034	18.59	3087.32	2077.07
197	19035	14.77	813.35	578.45
198	19037	2.05	816.10	552.65
199	19039	2.85	1509.91	770.06
200	19042	0.17	600.22	377.00
201	19070	0.24	487.22	347.40
202	19072	6.84	2497.25	1093.98
203	19073	0.79	148.56	89.87
204	19075	0.48	1548.60	510.93
205	19087	10.25	232.13	112.65
206	19114	0.08	823.25	584.89
207	19344	1.07	5788.76	2424.12
208	19416	0.04	1328.76	770.74
209	19417	1.98	482.07	353.92
210	19418	18.70	2298.75	1466.85
211	19419	1.92	1015.80	619.67
212	19427	1.43	2823.98	1227.71
213	19430	8.38	927.69	675.20
214	19432	1.92	1356.90	684.37
215	19433	1.30	538.92	391.09
216	19434	6.21	884.25	639.93
217	19436	0.01	90.42	55.87
218	19690	0.73	3436.29	2058.32
219	19692	6.21	494.10	345.88
220	19744	0.10	2331.59	1559.05
221	19745	8.95	2300.55	1185.71
222	19748	5.31	1121.80	759.47
223	19771	5.31	1661.97	925.78
224	19772	51.16	2465.22	1786.90
225	19774	5.81	93.29	32.32
226	19779	7.27	1419.84	921.81
227	19781	3.84	222.75	129.62
228	19787	0.39	740.43	540.97
229	19791	21.59	1577.07	1138.51
230	19793	0.40	119.91	71.23
231	19795	11.97	1089.00	791.73
232	19797	5.22	1362.90	848.21
233	19799	0.02	523.85	324.57
234	19801	46.44	1549.13	1095.14
235	19802	0.01	190.33	139.47
236	19803	0.01	701.40	346.55
237	20112	33.17	414.00	191.76
238	20113	3.01	574.43	420.84
239	20114	4.74	289.98	180.22
240	20115	0.01	170.70	123.71
241	20119	2.62	605.88	442.31
242	20131	20.13	1032.72	741.42
243	20135	0.05	168.80	119.55
244	20139	11.80	2245.44	1570.17
245	20144	11.97	1099.20	798.96
246	20147	0.79	202.56	134.90
247	20149	54.19	3224.67	2264.81
248	20153	4.28	1971.06	906.50
249	20154	0.25	155.42	102.84
250	20156	1.03	600.78	422.66
251	20158	1.30	593.19	423.73
252	20161	19.41	1334.16	970.75
253	20163	0.25	84.05	45.24
254	20164	3.01	413.31	295.03
255	20165	1.03	390.41	287.05
256	20167	11.35	2415.47	1299.29
257	20168	0.13	746.64	403.14
258	20170	16.60	1242.21	904.11
259	20171	0.25	242.19	175.95
260	20173	3.84	255.00	155.95
261	20174	10.13	2354.31	1242.51
262	20175	13.91	1098.44	800.42
263	20183	3.98	762.39	429.68
264	20184	19.41	1314.27	956.95
265	20185	23.07	1907.64	1343.45
266	20186	2.62	1020.03	650.71
267	20200	0.79	928.32	524.19
268	20434	5.64	3057.84	2166.21
269	20435	2.62	598.62	437.39
270	20488	0.05	2370.13	1559.51
271	20489	1.60	1807.76	672.18
272	20492	0.13	461.34	318.34
273	20493	0.40	197.61	136.09
274	20494	4.74	637.47	466.26
275	20495	11.35	1214.46	870.95
276	20496	0.05	464.81	310.58
277	20498	33.97	2483.25	1732.00
278	20500	3.41	1526.76	807.28
279	20504	31.01	1562.36	1135.31
280	20505	0.58	255.83	182.75
281	20512	19.41	442.17	249.28
282	20513	2.26	207.90	126.76
283	20537	10.86	2470.08	1666.08
284	20538	8.95	1737.23	1069.55
285	20540	11.35	2282.67	1275.75
286	20541	0.79	810.00	495.80
287	20543	0.58	594.45	405.07
288	20544	5.22	857.64	617.90
289	20545	1.92	1781.70	707.20
290	20547	3.01	409.52	292.02
291	20550	0.79	1284.72	563.07
292	20554	0.40	336.21	248.14
293	20556	2.70	537.13	393.73
